DATE,ITEM_CODE,DEMAND,LEAD_TIME_DAYS,UNIT_COST
2024-09-03,URUN-C,30,21,44.0
2024-09-04,URUN-C,11,21,44.0
2024-09-05,URUN-C,18,21,44.0
2024-09-06,URUN-C,27,21,44.0
2024-09-07,URUN-C,14,21,44.0
2024-09-08,URUN-C,25,21,44.0
2024-09-09,URUN-C,38,21,44.0
2024-09-10,URUN-C,29,21,44.0
2024-09-11,URUN-C,25,21,44.0
2024-09-12,URUN-C,32,21,44.0
2024-09-13,URUN-C,25,21,44.0
2024-09-14,URUN-C,32,21,44.0
2024-09-15,URUN-C,51,21,44.0
2024-09-16,URUN-C,31,21,44.0
2024-09-17,URUN-C,22,21,44.0
2024-09-18,URUN-C,25,21,44.0
2024-09-19,URUN-C,22,21,44.0
2024-09-20,URUN-C,18,21,44.0
2024-09-21,URUN-C,20,21,44.0
2024-09-22,URUN-C,48,21,44.0
2024-09-23,URUN-C,35,21,44.0
2024-09-24,URUN-C,23,21,44.0
2024-09-25,URUN-C,28,21,44.0
2024-09-26,URUN-C,18,21,44.0
2024-09-27,URUN-C,20,21,44.0
2024-09-28,URUN-C,31,21,44.0
2024-09-29,URUN-C,23,21,44.0
2024-09-30,URUN-C,35,21,44.0
2024-10-01,URUN-C,41,21,44.0
2024-10-02,URUN-C,25,21,44.0
2024-10-03,URUN-C,17,21,44.0
2024-10-04,URUN-C,18,21,44.0
2024-10-05,URUN-C,25,21,44.0
2024-10-06,URUN-C,31,21,44.0
2024-10-07,URUN-C,30,21,44.0
2024-10-08,URUN-C,34,21,44.0
2024-10-09,URUN-C,10,21,44.0
2024-10-10,URUN-C,25,21,44.0
2024-10-11,URUN-C,19,21,44.0
2024-10-12,URUN-C,31,21,44.0
2024-10-13,URUN-C,25,21,44.0
2024-10-14,URUN-C,42,21,44.0
2024-10-15,URUN-C,37,21,44.0
2024-10-16,URUN-C,29,21,44.0
2024-10-17,URUN-C,9,21,44.0
2024-10-18,URUN-C,28,21,44.0
2024-10-19,URUN-C,31,21,44.0
2024-10-20,URUN-C,22,21,44.0
2024-10-21,URUN-C,33,21,44.0
2024-10-22,URUN-C,31,21,44.0
2024-10-23,URUN-C,27,21,44.0
2024-10-24,URUN-C,21,21,44.0
2024-10-25,URUN-C,25,21,44.0
2024-10-26,URUN-C,39,21,44.0
2024-10-27,URUN-C,42,21,44.0
2024-10-28,URUN-C,14,21,44.0
2024-10-29,URUN-C,27,21,44.0
2024-10-30,URUN-C,22,21,44.0
2024-10-31,URUN-C,8,21,44.0
2024-11-01,URUN-C,24,21,44.0
2024-11-02,URUN-C,38,21,44.0
2024-11-03,URUN-C,26,21,44.0
2024-11-04,URUN-C,37,21,44.0
2024-11-05,URUN-C,23,21,44.0
2024-11-06,URUN-C,19,21,44.0
2024-11-07,URUN-C,31,21,44.0
2024-11-08,URUN-C,20,21,44.0
2024-11-09,URUN-C,33,21,44.0
2024-11-10,URUN-C,21,21,44.0
2024-11-11,URUN-C,48,21,44.0
2024-11-12,URUN-C,34,21,44.0
2024-11-13,URUN-C,23,21,44.0
2024-11-14,URUN-C,26,21,44.0
2024-11-15,URUN-C,14,21,44.0
2024-11-16,URUN-C,39,21,44.0
2024-11-17,URUN-C,33,21,44.0
2024-11-18,URUN-C,34,21,44.0
2024-11-19,URUN-C,27,21,44.0
2024-11-20,URUN-C,21,21,44.0
2024-11-21,URUN-C,27,21,44.0
2024-11-22,URUN-C,27,21,44.0
2024-11-23,URUN-C,35,21,44.0
2024-11-24,URUN-C,36,21,44.0
2024-11-25,URUN-C,40,21,44.0
2024-11-26,URUN-C,28,21,44.0
2024-11-27,URUN-C,41,21,44.0
2024-11-28,URUN-C,12,21,44.0
2024-11-29,URUN-C,34,21,44.0
2024-11-30,URUN-C,41,21,44.0
2024-12-01,URUN-C,31,21,44.0
2024-12-02,URUN-C,52,21,44.0
2024-12-03,URUN-C,39,21,44.0
2024-12-04,URUN-C,33,21,44.0
2024-12-05,URUN-C,24,21,44.0
2024-12-06,URUN-C,25,21,44.0
2024-12-07,URUN-C,31,21,44.0
2024-12-08,URUN-C,40,21,44.0
2024-12-09,URUN-C,47,21,44.0
2024-12-10,URUN-C,34,21,44.0
2024-12-11,URUN-C,21,21,44.0
2024-12-12,URUN-C,30,21,44.0
2024-12-13,URUN-C,33,21,44.0
2024-12-14,URUN-C,38,21,44.0
2024-12-15,URUN-C,43,21,44.0
2024-12-16,URUN-C,36,21,44.0
2024-12-17,URUN-C,27,21,44.0
2024-12-18,URUN-C,22,21,44.0
2024-12-19,URUN-C,14,21,44.0
2024-12-20,URUN-C,29,21,44.0
2024-12-21,URUN-C,33,21,44.0
2024-12-22,URUN-C,36,21,44.0
2024-12-23,URUN-C,18,21,44.0
2024-12-24,URUN-C,26,21,44.0
2024-12-25,URUN-C,36,21,44.0
2024-12-26,URUN-C,21,21,44.0
2024-12-27,URUN-C,31,21,44.0
2024-12-28,URUN-C,25,21,44.0
2024-12-29,URUN-C,50,21,44.0
2024-12-30,URUN-C,39,21,44.0
2024-12-31,URUN-C,37,21,44.0
2025-01-01,URUN-C,46,21,44.0
2025-01-02,URUN-C,37,21,44.0
2025-01-03,URUN-C,27,21,44.0
2025-01-04,URUN-C,31,21,44.0
2025-01-05,URUN-C,38,21,44.0
2025-01-06,URUN-C,44,21,44.0
2025-01-07,URUN-C,35,21,44.0
2025-01-08,URUN-C,27,21,44.0
2025-01-09,URUN-C,38,21,44.0
2025-01-10,URUN-C,29,21,44.0
2025-01-11,URUN-C,52,21,44.0
2025-01-12,URUN-C,42,21,44.0
2025-01-13,URUN-C,54,21,44.0
2025-01-14,URUN-C,39,21,44.0
2025-01-15,URUN-C,38,21,44.0
2025-01-16,URUN-C,23,21,44.0
2025-01-17,URUN-C,25,21,44.0
2025-01-18,URUN-C,40,21,44.0
2025-01-19,URUN-C,49,21,44.0
2025-01-20,URUN-C,42,21,44.0
2025-01-21,URUN-C,28,21,44.0
2025-01-22,URUN-C,22,21,44.0
2025-01-23,URUN-C,19,21,44.0
2025-01-24,URUN-C,19,21,44.0
2025-01-25,URUN-C,38,21,44.0
2025-01-26,URUN-C,50,21,44.0
2025-01-27,URUN-C,43,21,44.0
2025-01-28,URUN-C,22,21,44.0
2025-01-29,URUN-C,31,21,44.0
2025-01-30,URUN-C,29,21,44.0
2025-01-31,URUN-C,47,21,44.0
2025-02-01,URUN-C,28,21,44.0
2025-02-02,URUN-C,41,21,44.0
2025-02-03,URUN-C,55,21,44.0
2025-02-04,URUN-C,42,21,44.0
2025-02-05,URUN-C,37,21,44.0
2025-02-06,URUN-C,31,21,44.0
2025-02-07,URUN-C,35,21,44.0
2025-02-08,URUN-C,44,21,44.0
2025-02-09,URUN-C,38,21,44.0
2025-02-10,URUN-C,50,21,44.0
2025-02-11,URUN-C,30,21,44.0
2025-02-12,URUN-C,36,21,44.0
2025-02-13,URUN-C,32,21,44.0
2025-02-14,URUN-C,29,21,44.0
2025-02-15,URUN-C,39,21,44.0
2025-02-16,URUN-C,40,21,44.0
2025-02-17,URUN-C,37,21,44.0
2025-02-18,URUN-C,38,21,44.0
2025-02-19,URUN-C,27,21,44.0
2025-02-20,URUN-C,34,21,44.0
2025-02-21,URUN-C,26,21,44.0
2025-02-22,URUN-C,45,21,44.0
2025-02-23,URUN-C,37,21,44.0
2025-02-24,URUN-C,41,21,44.0
2025-02-25,URUN-C,36,21,44.0
2025-02-26,URUN-C,44,21,44.0
2025-02-27,URUN-C,35,21,44.0
2025-02-28,URUN-C,33,21,44.0
2025-03-01,URUN-C,44,21,44.0
2025-03-02,URUN-C,31,21,44.0
2025-03-03,URUN-C,46,21,44.0
2025-03-04,URUN-C,55,21,44.0
2025-03-05,URUN-C,36,21,44.0
2025-03-06,URUN-C,33,21,44.0
2025-03-07,URUN-C,39,21,44.0
2025-03-08,URUN-C,47,21,44.0
2025-03-09,URUN-C,32,21,44.0
2025-03-10,URUN-C,34,21,44.0
2025-03-11,URUN-C,43,21,44.0
2025-03-12,URUN-C,31,21,44.0
2025-03-13,URUN-C,42,21,44.0
2025-03-14,URUN-C,33,21,44.0
2025-03-15,URUN-C,28,21,44.0
2025-03-16,URUN-C,38,21,44.0
2025-03-17,URUN-C,27,21,44.0
2025-03-18,URUN-C,40,21,44.0
2025-03-19,URUN-C,35,21,44.0
2025-03-20,URUN-C,30,21,44.0
2025-03-21,URUN-C,44,21,44.0
2025-03-22,URUN-C,50,21,44.0
2025-03-23,URUN-C,46,21,44.0
2025-03-24,URUN-C,32,21,44.0
2025-03-25,URUN-C,47,21,44.0
2025-03-26,URUN-C,40,21,44.0
2025-03-27,URUN-C,36,21,44.0
2025-03-28,URUN-C,43,21,44.0
2025-03-29,URUN-C,34,21,44.0
2025-03-30,URUN-C,61,21,44.0
2025-03-31,URUN-C,40,21,44.0
2025-04-01,URUN-C,48,21,44.0
2025-04-02,URUN-C,25,21,44.0
2025-04-03,URUN-C,27,21,44.0
2025-04-04,URUN-C,47,21,44.0
2025-04-05,URUN-C,41,21,44.0
2025-04-06,URUN-C,53,21,44.0
2025-04-07,URUN-C,49,21,44.0
2025-04-08,URUN-C,42,21,44.0
2025-04-09,URUN-C,46,21,44.0
2025-04-10,URUN-C,32,21,44.0
2025-04-11,URUN-C,24,21,44.0
2025-04-12,URUN-C,37,21,44.0
2025-04-13,URUN-C,51,21,44.0
2025-04-14,URUN-C,50,21,44.0
2025-04-15,URUN-C,32,21,44.0
2025-04-16,URUN-C,32,21,44.0
2025-04-17,URUN-C,30,21,44.0
2025-04-18,URUN-C,34,21,44.0
2025-04-19,URUN-C,33,21,44.0
2025-04-20,URUN-C,43,21,44.0
2025-04-21,URUN-C,42,21,44.0
2025-04-22,URUN-C,48,21,44.0
2025-04-23,URUN-C,42,21,44.0
2025-04-24,URUN-C,33,21,44.0
2025-04-25,URUN-C,34,21,44.0
2025-04-26,URUN-C,43,21,44.0
2025-04-27,URUN-C,42,21,44.0
2025-04-28,URUN-C,39,21,44.0
2025-04-29,URUN-C,36,21,44.0
2025-04-30,URUN-C,32,21,44.0
2025-05-01,URUN-C,26,21,44.0
2025-05-02,URUN-C,38,21,44.0
2025-05-03,URUN-C,47,21,44.0
2025-05-04,URUN-C,36,21,44.0
2025-05-05,URUN-C,47,21,44.0
2025-05-06,URUN-C,41,21,44.0
2025-05-07,URUN-C,39,21,44.0
2025-05-08,URUN-C,34,21,44.0
2025-05-09,URUN-C,26,21,44.0
2025-05-10,URUN-C,33,21,44.0
2025-05-11,URUN-C,47,21,44.0
2025-05-12,URUN-C,54,21,44.0
2025-05-13,URUN-C,27,21,44.0
2025-05-14,URUN-C,39,21,44.0
2025-05-15,URUN-C,42,21,44.0
2025-05-16,URUN-C,35,21,44.0
2025-05-17,URUN-C,46,21,44.0
2025-05-18,URUN-C,42,21,44.0
2025-05-19,URUN-C,46,21,44.0
2025-05-20,URUN-C,31,21,44.0
2025-05-21,URUN-C,20,21,44.0
2025-05-22,URUN-C,40,21,44.0
2025-05-23,URUN-C,29,21,44.0
2025-05-24,URUN-C,39,21,44.0
2025-05-25,URUN-C,37,21,44.0
2025-05-26,URUN-C,37,21,44.0
2025-05-27,URUN-C,41,21,44.0
2025-05-28,URUN-C,31,21,44.0
2025-05-29,URUN-C,36,21,44.0
2025-05-30,URUN-C,39,21,44.0
2025-05-31,URUN-C,44,21,44.0
2025-06-01,URUN-C,48,21,44.0
2025-06-02,URUN-C,57,21,44.0
2025-06-03,URUN-C,34,21,44.0
2025-06-04,URUN-C,35,21,44.0
2025-06-05,URUN-C,41,21,44.0
2025-06-06,URUN-C,44,21,44.0
2025-06-07,URUN-C,31,21,44.0
2025-06-08,URUN-C,44,21,44.0
2025-06-09,URUN-C,55,21,44.0
2025-06-10,URUN-C,45,21,44.0
2025-06-11,URUN-C,37,21,44.0
2025-06-12,URUN-C,31,21,44.0
2025-06-13,URUN-C,32,21,44.0
2025-06-14,URUN-C,43,21,44.0
2025-06-15,URUN-C,44,21,44.0
2025-06-16,URUN-C,45,21,44.0
2025-06-17,URUN-C,41,21,44.0
2025-06-18,URUN-C,30,21,44.0
2025-06-19,URUN-C,36,21,44.0
2025-06-20,URUN-C,55,21,44.0
2025-06-21,URUN-C,28,21,44.0
2025-06-22,URUN-C,47,21,44.0
2025-06-23,URUN-C,40,21,44.0
2024-01-01,URUN-D,116,5,5.2
2024-01-02,URUN-D,106,5,5.2
2024-01-03,URUN-D,109,5,5.2
2024-01-04,URUN-D,116,5,5.2
2024-01-05,URUN-D,114,5,5.2
2024-01-06,URUN-D,126,5,5.2
2024-01-07,URUN-D,98,5,5.2
2024-01-08,URUN-D,125,5,5.2
2024-01-09,URUN-D,109,5,5.2
2024-01-10,URUN-D,113,5,5.2
2024-01-11,URUN-D,98,5,5.2
2024-01-12,URUN-D,107,5,5.2
2024-01-13,URUN-D,119,5,5.2
2024-01-14,URUN-D,117,5,5.2
2024-01-15,URUN-D,115,5,5.2
2024-01-16,URUN-D,116,5,5.2
2024-01-17,URUN-D,91,5,5.2
2024-01-18,URUN-D,116,5,5.2
2024-01-19,URUN-D,114,5,5.2
2024-01-20,URUN-D,117,5,5.2
2024-01-21,URUN-D,107,5,5.2
2024-01-22,URUN-D,117,5,5.2
2024-01-23,URUN-D,88,5,5.2
2024-01-24,URUN-D,111,5,5.2
2024-01-25,URUN-D,97,5,5.2
2024-01-26,URUN-D,115,5,5.2
2024-01-27,URUN-D,119,5,5.2
2024-01-28,URUN-D,128,5,5.2
2024-01-29,URUN-D,113,5,5.2
2024-01-30,URUN-D,103,5,5.2
2024-01-31,URUN-D,102,5,5.2
2024-02-01,URUN-D,120,5,5.2
2024-02-02,URUN-D,120,5,5.2
2024-02-03,URUN-D,117,5,5.2
2024-02-04,URUN-D,118,5,5.2
2024-02-05,URUN-D,102,5,5.2
2024-02-06,URUN-D,112,5,5.2
2024-02-07,URUN-D,93,5,5.2
2024-02-08,URUN-D,116,5,5.2
2024-02-09,URUN-D,117,5,5.2
2024-02-10,URUN-D,140,5,5.2
2024-02-11,URUN-D,112,5,5.2
2024-02-12,URUN-D,115,5,5.2
2024-02-13,URUN-D,124,5,5.2
2024-02-14,URUN-D,117,5,5.2
2024-02-15,URUN-D,105,5,5.2
2024-02-16,URUN-D,119,5,5.2
2024-02-17,URUN-D,122,5,5.2
2024-02-18,URUN-D,123,5,5.2
2024-02-19,URUN-D,111,5,5.2
2024-02-20,URUN-D,110,5,5.2
2024-02-21,URUN-D,96,5,5.2
2024-02-22,URUN-D,113,5,5.2
2024-02-23,URUN-D,121,5,5.2
2024-02-24,URUN-D,120,5,5.2
2024-02-25,URUN-D,109,5,5.2
2024-02-26,URUN-D,125,5,5.2
2024-02-27,URUN-D,114,5,5.2
2024-02-28,URUN-D,103,5,5.2
2024-02-29,URUN-D,110,5,5.2
2024-03-01,URUN-D,106,5,5.2
2024-03-02,URUN-D,115,5,5.2
2024-03-03,URUN-D,118,5,5.2
2024-03-04,URUN-D,127,5,5.2
2024-03-05,URUN-D,107,5,5.2
2024-03-06,URUN-D,115,5,5.2
2024-03-07,URUN-D,108,5,5.2
2024-03-08,URUN-D,121,5,5.2
2024-03-09,URUN-D,122,5,5.2
2024-03-10,URUN-D,130,5,5.2
2024-03-11,URUN-D,114,5,5.2
2024-03-12,URUN-D,100,5,5.2
2024-03-13,URUN-D,99,5,5.2
2024-03-14,URUN-D,109,5,5.2
2024-03-15,URUN-D,109,5,5.2
2024-03-16,URUN-D,127,5,5.2
2024-03-17,URUN-D,120,5,5.2
2024-03-18,URUN-D,137,5,5.2
2024-03-19,URUN-D,99,5,5.2
2024-03-20,URUN-D,112,5,5.2
2024-03-21,URUN-D,105,5,5.2
2024-03-22,URUN-D,116,5,5.2
2024-03-23,URUN-D,125,5,5.2
2024-03-24,URUN-D,105,5,5.2
2024-03-25,URUN-D,120,5,5.2
2024-03-26,URUN-D,128,5,5.2
2024-03-27,URUN-D,107,5,5.2
2024-03-28,URUN-D,116,5,5.2
2024-03-29,URUN-D,128,5,5.2
2024-03-30,URUN-D,123,5,5.2
2024-03-31,URUN-D,119,5,5.2
2024-04-01,URUN-D,101,5,5.2
2024-04-02,URUN-D,118,5,5.2
2024-04-03,URUN-D,110,5,5.2
2024-04-04,URUN-D,106,5,5.2
2024-04-05,URUN-D,121,5,5.2
2024-04-06,URUN-D,120,5,5.2
2024-04-07,URUN-D,120,5,5.2
2024-04-08,URUN-D,124,5,5.2
2024-04-09,URUN-D,103,5,5.2
2024-04-10,URUN-D,119,5,5.2
2024-04-11,URUN-D,103,5,5.2
2024-04-12,URUN-D,115,5,5.2
2024-04-13,URUN-D,140,5,5.2
2024-04-14,URUN-D,133,5,5.2
2024-04-15,URUN-D,120,5,5.2
2024-04-16,URUN-D,106,5,5.2
2024-04-17,URUN-D,107,5,5.2
2024-04-18,URUN-D,115,5,5.2
2024-04-19,URUN-D,121,5,5.2
2024-04-20,URUN-D,124,5,5.2
2024-04-21,URUN-D,124,5,5.2
2024-04-22,URUN-D,117,5,5.2
2024-04-23,URUN-D,102,5,5.2
2024-04-24,URUN-D,107,5,5.2
2024-04-25,URUN-D,122,5,5.2
2024-04-26,URUN-D,109,5,5.2
2024-04-27,URUN-D,123,5,5.2
2024-04-28,URUN-D,118,5,5.2
2024-04-29,URUN-D,120,5,5.2
2024-04-30,URUN-D,110,5,5.2
2024-05-01,URUN-D,123,5,5.2
2024-05-02,URUN-D,118,5,5.2
2024-05-03,URUN-D,110,5,5.2
2024-05-04,URUN-D,130,5,5.2
2024-05-05,URUN-D,118,5,5.2
2024-05-06,URUN-D,114,5,5.2
2024-05-07,URUN-D,116,5,5.2
2024-05-08,URUN-D,107,5,5.2
2024-05-09,URUN-D,121,5,5.2
2024-05-10,URUN-D,114,5,5.2
2024-05-11,URUN-D,120,5,5.2
2024-05-12,URUN-D,119,5,5.2
2024-05-13,URUN-D,114,5,5.2
2024-05-14,URUN-D,122,5,5.2
2024-05-15,URUN-D,116,5,5.2
2024-05-16,URUN-D,128,5,5.2
2024-05-17,URUN-D,138,5,5.2
2024-05-18,URUN-D,116,5,5.2
2024-05-19,URUN-D,124,5,5.2
2024-05-20,URUN-D,109,5,5.2
2024-05-21,URUN-D,107,5,5.2
2024-05-22,URUN-D,106,5,5.2
2024-05-23,URUN-D,105,5,5.2
2024-05-24,URUN-D,111,5,5.2
2024-05-25,URUN-D,123,5,5.2
2024-05-26,URUN-D,114,5,5.2
2024-05-27,URUN-D,125,5,5.2
2024-05-28,URUN-D,105,5,5.2
2024-05-29,URUN-D,133,5,5.2
2024-05-30,URUN-D,110,5,5.2
2024-05-31,URUN-D,120,5,5.2
2024-06-01,URUN-D,113,5,5.2
2024-06-02,URUN-D,137,5,5.2
2024-06-03,URUN-D,127,5,5.2
2024-06-04,URUN-D,115,5,5.2
2024-06-05,URUN-D,99,5,5.2
2024-06-06,URUN-D,115,5,5.2
2024-06-07,URUN-D,110,5,5.2
2024-06-08,URUN-D,135,5,5.2
2024-06-09,URUN-D,129,5,5.2
2024-06-10,URUN-D,119,5,5.2
2024-06-11,URUN-D,93,5,5.2
2024-06-12,URUN-D,102,5,5.2
2024-06-13,URUN-D,118,5,5.2
2024-06-14,URUN-D,129,5,5.2
2024-06-15,URUN-D,132,5,5.2
2024-06-16,URUN-D,110,5,5.2
2024-06-17,URUN-D,120,5,5.2
2024-06-18,URUN-D,120,5,5.2
2024-06-19,URUN-D,96,5,5.2
2024-06-20,URUN-D,112,5,5.2
2024-06-21,URUN-D,121,5,5.2
2024-06-22,URUN-D,120,5,5.2
2024-06-23,URUN-D,107,5,5.2
2024-06-24,URUN-D,115,5,5.2
2024-06-25,URUN-D,109,5,5.2
2024-06-26,URUN-D,108,5,5.2
2024-06-27,URUN-D,108,5,5.2
2024-06-28,URUN-D,115,5,5.2
2024-06-29,URUN-D,122,5,5.2
2024-06-30,URUN-D,125,5,5.2
2024-07-01,URUN-D,114,5,5.2
2024-07-02,URUN-D,108,5,5.2
2024-07-03,URUN-D,109,5,5.2
2024-07-04,URUN-D,96,5,5.2
2024-07-05,URUN-D,121,5,5.2
2024-07-06,URUN-D,122,5,5.2
2024-07-07,URUN-D,122,5,5.2
2024-07-08,URUN-D,124,5,5.2
2024-07-09,URUN-D,95,5,5.2
2024-07-10,URUN-D,93,5,5.2
2024-07-11,URUN-D,114,5,5.2
2024-07-12,URUN-D,117,5,5.2
2024-07-13,URUN-D,123,5,5.2
2024-07-14,URUN-D,117,5,5.2
2024-07-15,URUN-D,121,5,5.2
2024-07-16,URUN-D,118,5,5.2
2024-07-17,URUN-D,112,5,5.2
2024-07-18,URUN-D,109,5,5.2
2024-07-19,URUN-D,100,5,5.2
2024-07-20,URUN-D,127,5,5.2
2024-07-21,URUN-D,131,5,5.2
2024-07-22,URUN-D,121,5,5.2
2024-07-23,URUN-D,103,5,5.2
2024-07-24,URUN-D,113,5,5.2
2024-07-25,URUN-D,118,5,5.2
2024-07-26,URUN-D,129,5,5.2
2024-07-27,URUN-D,114,5,5.2
2024-07-28,URUN-D,119,5,5.2
2024-07-29,URUN-D,121,5,5.2
2024-07-30,URUN-D,110,5,5.2
2024-07-31,URUN-D,98,5,5.2
2024-08-01,URUN-D,114,5,5.2
2024-08-02,URUN-D,121,5,5.2
2024-08-03,URUN-D,121,5,5.2
2024-08-04,URUN-D,122,5,5.2
2024-08-05,URUN-D,113,5,5.2
2024-08-06,URUN-D,121,5,5.2
2024-08-07,URUN-D,100,5,5.2
2024-08-08,URUN-D,105,5,5.2
2024-08-09,URUN-D,116,5,5.2
2024-08-10,URUN-D,127,5,5.2
2024-08-11,URUN-D,108,5,5.2
2024-08-12,URUN-D,104,5,5.2
2024-08-13,URUN-D,93,5,5.2
2024-08-14,URUN-D,107,5,5.2
2024-08-15,URUN-D,101,5,5.2
2024-08-16,URUN-D,113,5,5.2
2024-08-17,URUN-D,125,5,5.2
2024-08-18,URUN-D,115,5,5.2
2024-08-19,URUN-D,116,5,5.2
2024-08-20,URUN-D,106,5,5.2
2024-08-21,URUN-D,112,5,5.2
2024-08-22,URUN-D,113,5,5.2
2024-08-23,URUN-D,110,5,5.2
2024-08-24,URUN-D,119,5,5.2
2024-08-25,URUN-D,128,5,5.2
2024-08-26,URUN-D,118,5,5.2
2024-08-27,URUN-D,97,5,5.2
2024-08-28,URUN-D,112,5,5.2
2024-08-29,URUN-D,101,5,5.2
2024-08-30,URUN-D,127,5,5.2
2024-08-31,URUN-D,128,5,5.2
2024-09-01,URUN-D,122,5,5.2
2024-09-02,URUN-D,116,5,5.2
2024-09-03,URUN-D,107,5,5.2
2024-09-04,URUN-D,112,5,5.2
2024-09-05,URUN-D,106,5,5.2
2024-09-06,URUN-D,117,5,5.2
2024-09-07,URUN-D,127,5,5.2
2024-09-08,URUN-D,115,5,5.2
2024-09-09,URUN-D,109,5,5.2
2024-09-10,URUN-D,99,5,5.2
2024-09-11,URUN-D,98,5,5.2
2024-09-12,URUN-D,95,5,5.2
2024-09-13,URUN-D,121,5,5.2
2024-09-14,URUN-D,134,5,5.2
2024-09-15,URUN-D,131,5,5.2
2024-09-16,URUN-D,101,5,5.2
2024-09-17,URUN-D,114,5,5.2
2024-09-18,URUN-D,118,5,5.2
2024-09-19,URUN-D,106,5,5.2
2024-09-20,URUN-D,116,5,5.2
2024-09-21,URUN-D,104,5,5.2
2024-09-22,URUN-D,122,5,5.2
2024-09-23,URUN-D,106,5,5.2
2024-09-24,URUN-D,110,5,5.2
2024-09-25,URUN-D,94,5,5.2
2024-09-26,URUN-D,114,5,5.2
2024-09-27,URUN-D,124,5,5.2
2024-09-28,URUN-D,114,5,5.2
2024-09-29,URUN-D,111,5,5.2
2024-09-30,URUN-D,97,5,5.2
2024-10-01,URUN-D,107,5,5.2
2024-10-02,URUN-D,102,5,5.2
2024-10-03,URUN-D,97,5,5.2
2024-10-04,URUN-D,119,5,5.2
2024-10-05,URUN-D,117,5,5.2
2024-10-06,URUN-D,111,5,5.2
2024-10-07,URUN-D,110,5,5.2
2024-10-08,URUN-D,118,5,5.2
2024-10-09,URUN-D,112,5,5.2
2024-10-10,URUN-D,109,5,5.2
2024-10-11,URUN-D,121,5,5.2
2024-10-12,URUN-D,111,5,5.2
2024-10-13,URUN-D,120,5,5.2
2024-10-14,URUN-D,116,5,5.2
2024-10-15,URUN-D,106,5,5.2
2024-10-16,URUN-D,111,5,5.2
2024-10-17,URUN-D,104,5,5.2
2024-10-18,URUN-D,121,5,5.2
2024-10-19,URUN-D,125,5,5.2
2024-10-20,URUN-D,97,5,5.2
2024-10-21,URUN-D,125,5,5.2
2024-10-22,URUN-D,85,5,5.2
2024-10-23,URUN-D,103,5,5.2
2024-10-24,URUN-D,119,5,5.2
2024-10-25,URUN-D,114,5,5.2
2024-10-26,URUN-D,110,5,5.2
2024-10-27,URUN-D,112,5,5.2
2024-10-28,URUN-D,124,5,5.2
2024-10-29,URUN-D,95,5,5.2
2024-10-30,URUN-D,117,5,5.2
2024-10-31,URUN-D,111,5,5.2
2024-11-01,URUN-D,108,5,5.2
2024-11-02,URUN-D,117,5,5.2
2024-11-03,URUN-D,113,5,5.2
2024-11-04,URUN-D,123,5,5.2
2024-11-05,URUN-D,117,5,5.2
2024-11-06,URUN-D,95,5,5.2
2024-11-07,URUN-D,109,5,5.2
2024-11-08,URUN-D,111,5,5.2
2024-11-09,URUN-D,133,5,5.2
2024-11-10,URUN-D,111,5,5.2
2024-11-11,URUN-D,130,5,5.2
2024-11-12,URUN-D,111,5,5.2
2024-11-13,URUN-D,100,5,5.2
2024-11-14,URUN-D,107,5,5.2
2024-11-15,URUN-D,112,5,5.2
2024-11-16,URUN-D,113,5,5.2
2024-11-17,URUN-D,123,5,5.2
2024-11-18,URUN-D,108,5,5.2
2024-11-19,URUN-D,95,5,5.2
2024-11-20,URUN-D,107,5,5.2
2024-11-21,URUN-D,99,5,5.2
2024-11-22,URUN-D,113,5,5.2
2024-11-23,URUN-D,117,5,5.2
2024-11-24,URUN-D,116,5,5.2
2024-11-25,URUN-D,134,5,5.2
2024-11-26,URUN-D,113,5,5.2
2024-11-27,URUN-D,113,5,5.2
2024-11-28,URUN-D,100,5,5.2
2024-11-29,URUN-D,115,5,5.2
2024-11-30,URUN-D,126,5,5.2
2024-12-01,URUN-D,116,5,5.2
2024-12-02,URUN-D,126,5,5.2
2024-12-03,URUN-D,104,5,5.2
2024-12-04,URUN-D,109,5,5.2
2024-12-05,URUN-D,110,5,5.2
2024-12-06,URUN-D,122,5,5.2
2024-12-07,URUN-D,120,5,5.2
2024-12-08,URUN-D,123,5,5.2
2024-12-09,URUN-D,118,5,5.2
2024-12-10,URUN-D,108,5,5.2
2024-12-11,URUN-D,116,5,5.2
2024-12-12,URUN-D,117,5,5.2
2024-12-13,URUN-D,121,5,5.2
2024-12-14,URUN-D,123,5,5.2
2024-12-15,URUN-D,132,5,5.2
2024-12-16,URUN-D,119,5,5.2
2024-12-17,URUN-D,113,5,5.2
2024-12-18,URUN-D,114,5,5.2
2024-12-19,URUN-D,130,5,5.2
2024-12-20,URUN-D,112,5,5.2
2024-12-21,URUN-D,133,5,5.2
2024-12-22,URUN-D,111,5,5.2
2024-12-23,URUN-D,123,5,5.2
2024-12-24,URUN-D,128,5,5.2
2024-12-25,URUN-D,118,5,5.2
2024-12-26,URUN-D,118,5,5.2
2024-12-27,URUN-D,119,5,5.2
2024-12-28,URUN-D,128,5,5.2
2024-12-29,URUN-D,125,5,5.2
2024-12-30,URUN-D,116,5,5.2
2024-12-31,URUN-D,114,5,5.2
2025-01-01,URUN-D,116,5,5.2
2025-01-02,URUN-D,112,5,5.2
2025-01-03,URUN-D,118,5,5.2
2025-01-04,URUN-D,118,5,5.2
